date,level,x,y,z
2023/02/28 14:01:18,logs_a,4.96,7.63,2.081677592878.179334
2023/02/28 14:01:18,logs_a,2.04,5.15,-7.511677592878.180825
2023/02/28 14:01:18,logs_a,5.24,9.07,0.021677592878.181872
2023/02/28 14:01:18,logs_a,-9.17,1.4,4.871677592878.182662
2023/02/28 14:01:18,logs_a,-1.68,5.43,1.881677592878.183481
2023/02/28 14:01:18,logs_a,-1.72,5.69,1.51677592878.184297
2023/02/28 14:01:18,logs_a,-2.28,11.97,0.191677592878.185037
2023/02/28 14:01:18,logs_a,-2.25,11.57,2.341677592878.185781
2023/02/28 14:01:18,logs_a,-4.44,11.99,1.861677592878.186528
2023/02/28 14:01:18,logs_a,-2.63,11.69,1.121677592878.187272
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.268794
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.270672
2023/02/28 14:01:18,logs_a,3.39,1.05,0.691677592878.272309
2023/02/28 14:01:18,logs_a,5.25,7.54,1.621677592878.273162
2023/02/28 14:01:18,logs_a,2.04,6.11,-6.741677592878.273936
2023/02/28 14:01:18,logs_a,-1.54,5.73,1.651677592878.274680
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.368028
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.370155
2023/02/28 14:01:18,logs_a,3.3,1.44,0.551677592878.371428
2023/02/28 14:01:18,logs_a,-1.35,5.9,1.121677592878.372672
2023/02/28 14:01:18,logs_a,-1.56,5.89,1.411677592878.373917
2023/02/28 14:01:18,logs_a,5.25,7.55,1.561677592878.375126
2023/02/28 14:01:18,logs_a,2.04,5.82,-7.01677592878.376304
2023/02/28 14:01:18,logs_a,-1.51,5.69,1.431677592878.377402
2023/02/28 14:01:18,logs_a,-2.69,11.86,1.71677592878.378396
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.473761
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.475501
2023/02/28 14:01:18,logs_a,3.14,1.54,0.811677592878.477153
2023/02/28 14:01:18,logs_a,-1.54,5.81,1.41677592878.479385
2023/02/28 14:01:18,logs_a,-2.32,12.02,1.831677592878.481076
2023/02/28 14:01:18,logs_a,-4.95,12.09,1.981677592878.482464
2023/02/28 14:01:18,logs_a,-2.76,12.13,2.181677592878.483663
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.575338
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.577097
2023/02/28 14:01:18,logs_a,3.25,1.3,0.781677592878.578632
2023/02/28 14:01:18,logs_a,-1.35,5.91,1.171677592878.580358
2023/02/28 14:01:18,logs_a,-0.54,8.57,1.041677592878.581998
2023/02/28 14:01:18,logs_a,5.25,7.53,1.651677592878.583663
2023/02/28 14:01:18,logs_a,2.04,5.25,-7.441677592878.585306
2023/02/28 14:01:18,logs_a,4.91,9.21,0.851677592878.586755
2023/02/28 14:01:18,logs_a,-1.38,5.83,1.941677592878.588025
2023/02/28 14:01:18,logs_a,-2.34,12.21,1.061677592878.589491
2023/02/28 14:01:18,logs_a,-4.59,12.45,1.531677592878.591192
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.673805
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.675381
2023/02/28 14:01:18,logs_a,3.28,1.47,0.421677592878.676839
2023/02/28 14:01:18,logs_a,2.46,7.35,1.331677592878.678073
2023/02/28 14:01:18,logs_a,4.94,7.62,2.01677592878.679422
2023/02/28 14:01:18,logs_a,2.04,5.13,-7.491677592878.680664
2023/02/28 14:01:18,logs_a,-1.37,5.81,1.941677592878.682156
2023/02/28 14:01:18,logs_a,-1.42,6.01,1.941677592878.683359
2023/02/28 14:01:18,logs_a,-1.98,12.43,1.51677592878.684595
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.771678
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.774485
2023/02/28 14:01:18,logs_a,3.18,1.75,0.151677592878.776011
2023/02/28 14:01:18,logs_a,3.17,1.24,1.591677592878.777247
2023/02/28 14:01:18,logs_a,5.25,7.51,1.751677592878.778448
2023/02/28 14:01:18,logs_a,2.04,5.42,-7.311677592878.779618
2023/02/28 14:01:18,logs_a,4.92,9.19,1.281677592878.780671
2023/02/28 14:01:18,logs_a,-1.19,5.92,1.881677592878.782005
2023/02/28 14:01:18,logs_a,-2.0,12.53,1.661677592878.783447
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.870682
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.872148
2023/02/28 14:01:18,logs_a,3.28,1.35,0.711677592878.873877
2023/02/28 14:01:18,logs_a,4.94,7.55,2.251677592878.875915
2023/02/28 14:01:18,logs_a,2.04,5.56,-7.181677592878.877962
2023/02/28 14:01:18,logs_a,4.59,9.23,1.991677592878.879150
2023/02/28 14:01:18,logs_a,-1.2,5.97,1.91677592878.880468
2023/02/28 14:01:18,logs_a,-1.24,6.36,1.361677592878.881808
2023/02/28 14:01:18,logs_a,-1.37,5.65,2.31677592878.882821
2023/02/28 14:01:18,logs_a,-2.02,12.55,2.281677592878.883722
2023/02/28 14:01:18,logs_a,-0.07,0.02,0.011677592878.969929
2023/02/28 14:01:18,logs_a,0.05,0.01,-0.051677592878.971484
2023/02/28 14:01:18,logs_a,3.45,0.59,0.661677592878.972855
2023/02/28 14:01:18,logs_a,3.19,1.25,1.61677592878.974383
2023/02/28 14:01:18,logs_a,1.77,2.74,-1.921677592878.975635
2023/02/28 14:01:18,logs_a,4.94,7.56,2.231677592878.977350
2023/02/28 14:01:18,logs_a,2.04,5.62,-7.131677592878.978686
2023/02/28 14:01:18,logs_a,4.59,9.21,2.071677592878.980073
2023/02/28 14:01:18,logs_a,-1.43,6.06,1.941677592878.981212
2023/02/28 14:01:18,logs_a,-2.44,12.61,2.221677592878.982320
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.070304
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.072072
2023/02/28 14:01:19,logs_a,3.32,1.45,0.551677592879.073605
2023/02/28 14:01:19,logs_a,3.21,0.8,1.881677592879.075055
2023/02/28 14:01:19,logs_a,-1.25,6.47,0.981677592879.076204
2023/02/28 14:01:19,logs_a,4.94,7.56,2.251677592879.077254
2023/02/28 14:01:19,logs_a,2.04,5.25,-7.41677592879.078193
2023/02/28 14:01:19,logs_a,4.58,9.3,1.481677592879.079051
2023/02/28 14:01:19,logs_a,-1.27,6.27,2.281677592879.079946
2023/02/28 14:01:19,logs_a,-2.47,12.9,0.841677592879.080725
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.168767
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.170916
2023/02/28 14:01:19,logs_a,5.25,7.54,1.641677592879.172422
2023/02/28 14:01:19,logs_a,2.04,5.59,-7.181677592879.173753
2023/02/28 14:01:19,logs_a,-1.03,6.31,1.521677592879.175491
2023/02/28 14:01:19,logs_a,-1.25,6.24,1.921677592879.176720
2023/02/28 14:01:19,logs_a,-1.2,6.22,0.881677592879.177809
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.267883
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.269756
2023/02/28 14:01:19,logs_a,-1.47,6.55,0.121677592879.271332
2023/02/28 14:01:19,logs_a,4.94,7.57,2.181677592879.272745
2023/02/28 14:01:19,logs_a,2.04,4.97,-7.61677592879.274290
2023/02/28 14:01:19,logs_a,-1.24,6.3,1.51677592879.275750
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.364661
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.366064
2023/02/28 14:01:19,logs_a,3.28,1.45,0.471677592879.367695
2023/02/28 14:01:19,logs_a,3.33,1.33,1.281677592879.368698
2023/02/28 14:01:19,logs_a,-1.47,6.47,1.051677592879.369725
2023/02/28 14:01:19,logs_a,2.7,7.15,1.831677592879.370662
2023/02/28 14:01:19,logs_a,4.94,7.56,2.231677592879.371660
2023/02/28 14:01:19,logs_a,2.04,5.56,-7.181677592879.372624
2023/02/28 14:01:19,logs_a,4.91,9.19,1.121677592879.373502
2023/02/28 14:01:19,logs_a,-1.28,6.55,1.381677592879.374690
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.474551
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.476784
2023/02/28 14:01:19,logs_a,3.25,1.49,0.271677592879.478576
2023/02/28 14:01:19,logs_a,3.36,1.16,1.061677592879.480497
2023/02/28 14:01:19,logs_a,4.94,7.57,2.21677592879.481879
2023/02/28 14:01:19,logs_a,2.04,5.26,-7.41677592879.483245
2023/02/28 14:01:19,logs_a,-1.05,6.01,2.751677592879.484600
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.574769
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.576852
2023/02/28 14:01:19,logs_a,3.41,1.2,0.391677592879.578126
2023/02/28 14:01:19,logs_a,3.53,0.8,1.031677592879.579457
2023/02/28 14:01:19,logs_a,-1.26,6.43,1.571677592879.581442
2023/02/28 14:01:19,logs_a,5.25,7.56,1.521677592879.582756
2023/02/28 14:01:19,logs_a,2.04,5.4,-7.331677592879.585027
2023/02/28 14:01:19,logs_a,-2.2,13.81,1.681677592879.587032
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.671629
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.673769
2023/02/28 14:01:19,logs_a,3.28,1.42,0.551677592879.675773
2023/02/28 14:01:19,logs_a,-1.25,6.46,1.21677592879.677034
2023/02/28 14:01:19,logs_a,4.91,9.2,0.961677592879.678279
2023/02/28 14:01:19,logs_a,-1.28,6.4,1.941677592879.679532
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.773484
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.775275
2023/02/28 14:01:19,logs_a,3.3,1.47,0.461677592879.776659
2023/02/28 14:01:19,logs_a,4.94,7.57,2.21677592879.777676
2023/02/28 14:01:19,logs_a,2.04,5.33,-7.351677592879.778544
2023/02/28 14:01:19,logs_a,5.24,9.06,0.491677592879.779479
2023/02/28 14:01:19,logs_a,-1.07,6.27,2.521677592879.780489
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.869008
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.871567
2023/02/28 14:01:19,logs_a,3.3,1.43,0.581677592879.873522
2023/02/28 14:01:19,logs_a,3.54,1.34,0.971677592879.874626
2023/02/28 14:01:19,logs_a,4.91,9.19,1.041677592879.875609
2023/02/28 14:01:19,logs_a,-1.28,6.45,1.881677592879.876621
2023/02/28 14:01:19,logs_a,-0.07,0.02,0.011677592879.973334
2023/02/28 14:01:19,logs_a,0.05,0.01,-0.051677592879.975353
2023/02/28 14:01:19,logs_a,3.52,1.59,0.411677592879.976723
2023/02/28 14:01:19,logs_a,4.94,7.58,2.151677592879.977669
2023/02/28 14:01:19,logs_a,2.04,5.14,-7.491677592879.978540
2023/02/28 14:01:19,logs_a,4.91,9.18,1.21677592879.979460
2023/02/28 14:01:19,logs_a,-2.27,14.19,1.951677592879.980500
2023/02/28 14:01:19,logs_a,-2.25,13.97,2.581677592879.981584
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.072288
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.073710
2023/02/28 14:01:20,logs_a,3.3,1.46,0.491677592880.075230
2023/02/28 14:01:20,logs_a,3.54,1.63,0.281677592880.077464
2023/02/28 14:01:20,logs_a,4.94,7.55,2.251677592880.079015
2023/02/28 14:01:20,logs_a,2.33,4.06,-8.041677592880.080425
2023/02/28 14:01:20,logs_a,-0.89,6.51,2.761677592880.081907
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.170647
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.172374
2023/02/28 14:01:20,logs_a,3.32,1.5,0.381677592880.174045
2023/02/28 14:01:20,logs_a,-0.87,6.82,0.91677592880.175603
2023/02/28 14:01:20,logs_a,5.24,9.01,1.041677592880.176792
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.263454
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.265710
2023/02/28 14:01:20,logs_a,3.66,1.26,0.521677592880.267472
2023/02/28 14:01:20,logs_a,-0.65,6.74,1.721677592880.268718
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.372206
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.374480
2023/02/28 14:01:20,logs_a,3.32,1.51,0.341677592880.376145
2023/02/28 14:01:20,logs_a,3.5,1.35,0.921677592880.377289
2023/02/28 14:01:20,logs_a,2.05,0.35,-3.251677592880.378340
2023/02/28 14:01:20,logs_a,-0.87,6.85,1.061677592880.379421
2023/02/28 14:01:20,logs_a,4.94,7.57,2.181677592880.380639
2023/02/28 14:01:20,logs_a,2.04,5.76,-7.021677592880.381764
2023/02/28 14:01:20,logs_a,4.91,9.16,1.341677592880.382872
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.472456
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.475358
2023/02/28 14:01:20,logs_a,3.21,1.74,0.321677592880.476437
2023/02/28 14:01:20,logs_a,-0.88,6.86,1.121677592880.477402
2023/02/28 14:01:20,logs_a,4.94,7.61,2.071677592880.478329
2023/02/28 14:01:20,logs_a,2.04,5.77,-7.011677592880.479141
2023/02/28 14:01:20,logs_a,-0.88,6.75,1.771677592880.480251
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.575601
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.577214
2023/02/28 14:01:20,logs_a,3.32,1.47,0.481677592880.578345
2023/02/28 14:01:20,logs_a,3.54,1.45,0.81677592880.579558
2023/02/28 14:01:20,logs_a,-0.89,6.49,2.681677592880.580589
2023/02/28 14:01:20,logs_a,-2.39,14.89,2.511677592880.581660
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.667867
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.669286
2023/02/28 14:01:20,logs_a,3.59,0.95,0.941677592880.670365
2023/02/28 14:01:20,logs_a,4.94,7.58,2.151677592880.671542
2023/02/28 14:01:20,logs_a,2.04,5.03,-7.561677592880.672841
2023/02/28 14:01:20,logs_a,5.24,9.04,0.751677592880.674176
2023/02/28 14:01:20,logs_a,-0.68,6.66,2.671677592880.675356
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.767787
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.769460
2023/02/28 14:01:20,logs_a,3.34,1.55,0.131677592880.770882
2023/02/28 14:01:20,logs_a,4.94,7.55,2.271677592880.771947
2023/02/28 14:01:20,logs_a,2.04,4.1,-8.11677592880.772937
2023/02/28 14:01:20,logs_a,4.91,9.24,0.441677592880.773887
2023/02/28 14:01:20,logs_a,-0.68,6.94,2.161677592880.774984
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.868676
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.871003
2023/02/28 14:01:20,logs_a,3.36,1.55,0.211677592880.872315
2023/02/28 14:01:20,logs_a,-0.93,7.35,0.991677592880.873354
2023/02/28 14:01:20,logs_a,4.94,7.61,2.051677592880.874306
2023/02/28 14:01:20,logs_a,2.04,5.07,-7.531677592880.875200
2023/02/28 14:01:20,logs_a,4.91,9.23,0.711677592880.876072
2023/02/28 14:01:20,logs_a,-0.69,7.25,0.811677592880.876904
2023/02/28 14:01:20,logs_a,-2.45,15.16,3.151677592880.877732
2023/02/28 14:01:20,logs_a,-0.07,0.02,0.011677592880.968710
2023/02/28 14:01:20,logs_a,0.05,0.01,-0.051677592880.970408
2023/02/28 14:01:20,logs_a,3.23,1.77,0.251677592880.971512
2023/02/28 14:01:20,logs_a,3.52,1.46,0.751677592880.972494
2023/02/28 14:01:20,logs_a,4.94,7.54,2.31677592880.973354
2023/02/28 14:01:20,logs_a,2.04,5.19,-7.451677592880.974138
2023/02/28 14:01:20,logs_a,-0.92,7.0,2.121677592880.974948
2023/02/28 14:01:20,logs_a,-2.49,15.53,2.491677592880.975686
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.069568
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.071657
2023/02/28 14:01:21,logs_a,3.54,1.59,0.461677592881.072876
2023/02/28 14:01:21,logs_a,-0.94,7.38,0.951677592881.073947
2023/02/28 14:01:21,logs_a,-0.55,8.82,-0.21677592881.075050
2023/02/28 14:01:21,logs_a,4.94,7.56,2.231677592881.076159
2023/02/28 14:01:21,logs_a,2.04,4.84,-7.681677592881.077234
2023/02/28 14:01:21,logs_a,-2.5,15.7,1.991677592881.078281
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.167343
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.169122
2023/02/28 14:01:21,logs_a,3.54,1.49,0.711677592881.170567
2023/02/28 14:01:21,logs_a,-0.94,7.38,1.091677592881.171557
2023/02/28 14:01:21,logs_a,4.94,7.58,2.171677592881.172558
2023/02/28 14:01:21,logs_a,2.04,5.43,-7.281677592881.173485
2023/02/28 14:01:21,logs_a,-2.52,15.76,2.211677592881.174331
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.271622
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.273171
2023/02/28 14:01:21,logs_a,3.54,1.47,0.761677592881.274169
2023/02/28 14:01:21,logs_a,-0.93,7.21,1.491677592881.275307
2023/02/28 14:01:21,logs_a,-0.93,7.24,1.591677592881.276379
2023/02/28 14:01:21,logs_a,4.94,7.56,2.221677592881.277565
2023/02/28 14:01:21,logs_a,2.04,4.84,-7.681677592881.278616
2023/02/28 14:01:21,logs_a,-0.72,7.65,0.351677592881.279791
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.367870
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.369470
2023/02/28 14:01:21,logs_a,3.64,0.52,1.251677592881.370639
2023/02/28 14:01:21,logs_a,4.94,7.59,2.121677592881.371729
2023/02/28 14:01:21,logs_a,2.04,4.86,-7.671677592881.372672
2023/02/28 14:01:21,logs_a,-0.93,7.1,1.971677592881.373631
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.468184
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.470075
2023/02/28 14:01:21,logs_a,3.59,0.69,1.141677592881.471385
2023/02/28 14:01:21,logs_a,4.94,7.55,2.271677592881.472480
2023/02/28 14:01:21,logs_a,2.33,2.78,-8.571677592881.473423
2023/02/28 14:01:21,logs_a,-0.93,7.23,1.531677592881.474307
2023/02/28 14:01:21,logs_a,-0.71,7.26,2.031677592881.475124
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.570096
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.572098
2023/02/28 14:01:21,logs_a,3.62,0.67,1.161677592881.573396
2023/02/28 14:01:21,logs_a,4.94,7.56,2.231677592881.574648
2023/02/28 14:01:21,logs_a,2.04,5.69,-7.081677592881.575856
2023/02/28 14:01:21,logs_a,-0.94,7.16,2.11677592881.576930
2023/02/28 14:01:21,logs_a,-0.71,7.39,1.691677592881.577825
2023/02/28 14:01:21,logs_a,-2.09,16.45,2.381677592881.578672
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.667506
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.669320
2023/02/28 14:01:21,logs_a,3.34,1.47,0.511677592881.670602
2023/02/28 14:01:21,logs_a,3.62,0.86,1.031677592881.671574
2023/02/28 14:01:21,logs_a,4.94,7.57,2.21677592881.672712
2023/02/28 14:01:21,logs_a,2.04,4.7,-7.771677592881.673955
2023/02/28 14:01:21,logs_a,-0.72,7.5,1.651677592881.675093
2023/02/28 14:01:21,logs_a,-2.11,16.68,1.381677592881.676174
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.767615
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.769187
2023/02/28 14:01:21,logs_a,3.32,1.54,0.171677592881.770825
2023/02/28 14:01:21,logs_a,3.52,1.23,1.091677592881.771842
2023/02/28 14:01:21,logs_a,4.94,7.58,2.171677592881.772858
2023/02/28 14:01:21,logs_a,2.04,5.4,-7.31677592881.773906
2023/02/28 14:01:21,logs_a,-0.72,7.43,1.641677592881.774937
2023/02/28 14:01:21,logs_a,-0.74,7.71,1.361677592881.775843
2023/02/28 14:01:21,logs_a,-2.13,16.71,2.631677592881.776680
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.868099
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.869817
2023/02/28 14:01:21,logs_a,3.5,1.07,1.231677592881.871541
2023/02/28 14:01:21,logs_a,4.94,7.6,2.081677592881.872728
2023/02/28 14:01:21,logs_a,2.04,5.27,-7.391677592881.873678
2023/02/28 14:01:21,logs_a,-9.37,8.3,5.381677592881.874607
2023/02/28 14:01:21,logs_a,-0.07,0.02,0.011677592881.969097
2023/02/28 14:01:21,logs_a,0.05,0.01,-0.051677592881.970823
2023/02/28 14:01:21,logs_a,3.23,1.73,0.461677592881.972248
2023/02/28 14:01:21,logs_a,3.54,1.45,0.81677592881.973650
2023/02/28 14:01:21,logs_a,4.94,7.61,2.061677592881.975108
2023/02/28 14:01:21,logs_a,2.33,2.78,-8.571677592881.976238
2023/02/28 14:01:21,logs_a,5.24,9.07,0.231677592881.977181
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.070874
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.072062
2023/02/28 14:01:22,logs_a,3.21,1.76,0.171677592882.073368
2023/02/28 14:01:22,logs_a,4.94,7.58,2.161677592882.075249
2023/02/28 14:01:22,logs_a,2.33,3.45,-8.321677592882.077219
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.172362
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.173541
2023/02/28 14:01:22,logs_a,3.48,1.01,0.811677592882.174710
2023/02/28 14:01:22,logs_a,-0.74,7.66,1.941677592882.175904
2023/02/28 14:01:22,logs_a,4.94,7.55,2.261677592882.177520
2023/02/28 14:01:22,logs_a,2.04,6.07,-6.751677592882.178776
2023/02/28 14:01:22,logs_a,5.24,9.03,0.831677592882.179863
2023/02/28 14:01:22,logs_a,-9.79,8.03,5.021677592882.180802
2023/02/28 14:01:22,logs_a,-2.75,17.21,2.681677592882.181748
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.269642
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.271766
2023/02/28 14:01:22,logs_a,3.34,1.45,0.581677592882.273255
2023/02/28 14:01:22,logs_a,3.54,1.04,1.291677592882.274612
2023/02/28 14:01:22,logs_a,4.94,7.58,2.161677592882.275920
2023/02/28 14:01:22,logs_a,2.04,4.85,-7.681677592882.277053
2023/02/28 14:01:22,logs_a,-2.78,17.52,1.521677592882.278155
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.369963
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.371552
2023/02/28 14:01:22,logs_a,3.32,0.34,1.511677592882.373601
2023/02/28 14:01:22,logs_a,3.52,1.47,0.731677592882.374714
2023/02/28 14:01:22,logs_a,-0.74,7.62,2.01677592882.375709
2023/02/28 14:01:22,logs_a,-2.23,17.46,3.091677592882.376621
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.468083
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.470273
2023/02/28 14:01:22,logs_a,3.34,0.8,1.341677592882.471370
2023/02/28 14:01:22,logs_a,3.52,1.33,0.961677592882.472406
2023/02/28 14:01:22,logs_a,-0.49,7.66,1.811677592882.473231
2023/02/28 14:01:22,logs_a,4.94,7.53,2.331677592882.473973
2023/02/28 14:01:22,logs_a,2.04,5.19,-7.451677592882.474689
2023/02/28 14:01:22,logs_a,5.24,9.06,0.481677592882.475399
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.569357
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.570925
2023/02/28 14:01:22,logs_a,3.34,1.4,0.691677592882.572777
2023/02/28 14:01:22,logs_a,3.71,0.71,0.631677592882.574345
2023/02/28 14:01:22,logs_a,-0.75,7.79,1.461677592882.575325
2023/02/28 14:01:22,logs_a,4.94,7.56,2.211677592882.576277
2023/02/28 14:01:22,logs_a,2.04,5.4,-7.31677592882.577208
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.669841
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.672080
2023/02/28 14:01:22,logs_a,3.32,1.5,0.371677592882.673956
2023/02/28 14:01:22,logs_a,3.74,0.65,0.71677592882.675412
2023/02/28 14:01:22,logs_a,-0.74,7.62,2.011677592882.676904
2023/02/28 14:01:22,logs_a,4.94,7.54,2.311677592882.677856
2023/02/28 14:01:22,logs_a,2.04,5.26,-7.41677592882.678797
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.766572
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.767598
2023/02/28 14:01:22,logs_a,3.3,1.3,0.821677592882.768436
2023/02/28 14:01:22,logs_a,3.47,1.26,1.021677592882.769660
2023/02/28 14:01:22,logs_a,-0.74,7.69,1.831677592882.770339
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.863775
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.864768
2023/02/28 14:01:22,logs_a,3.32,1.27,0.881677592882.865687
2023/02/28 14:01:22,logs_a,3.59,0.94,0.951677592882.866512
2023/02/28 14:01:22,logs_a,1.72,2.9,-2.021677592882.867089
2023/02/28 14:01:22,logs_a,-0.75,7.67,1.981677592882.868306
2023/02/28 14:01:22,logs_a,4.94,7.61,2.041677592882.869784
2023/02/28 14:01:22,logs_a,2.04,5.1,-7.511677592882.870805
2023/02/28 14:01:22,logs_a,4.91,9.2,1.041677592882.871700
2023/02/28 14:01:22,logs_a,-0.07,0.02,0.011677592882.969060
2023/02/28 14:01:22,logs_a,0.05,0.01,-0.051677592882.971004
2023/02/28 14:01:22,logs_a,3.32,1.37,0.731677592882.972191
2023/02/28 14:01:22,logs_a,4.94,7.59,2.121677592882.974225
2023/02/28 14:01:22,logs_a,2.04,5.05,-7.551677592882.975261
2023/02/28 14:01:23,logs_a,-0.07,0.02,0.011677592883.067674
2023/02/28 14:01:23,logs_a,0.05,0.01,-0.051677592883.069828
2023/02/28 14:01:23,logs_a,3.32,1.46,0.51677592883.071644
2023/02/28 14:01:23,logs_a,3.64,1.29,0.411677592883.073004
2023/02/28 14:01:23,logs_a,-0.75,7.68,2.071677592883.074615
2023/02/28 14:01:23,logs_a,-0.07,0.02,0.011677592883.169640
2023/02/28 14:01:23,logs_a,0.05,0.01,-0.051677592883.170966
2023/02/28 14:01:23,logs_a,3.23,1.78,0.041677592883.172030
2023/02/28 14:01:23,logs_a,3.74,0.43,0.861677592883.173073
2023/02/28 14:01:23,logs_a,4.94,7.53,2.321677592883.174043
2023/02/28 14:01:23,logs_a,2.04,5.35,-7.331677592883.174978
2023/02/28 14:01:23,logs_a,-0.07,0.02,0.011677592883.275547
2023/02/28 14:01:23,logs_a,0.05,0.01,-0.051677592883.276936
2023/02/28 14:01:23,logs_a,3.21,1.69,0.551677592883.277895
