Time,1677629137.1838737{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.296423{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.4041786{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.5068839{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.6110134{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.7200282{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.8265374{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629137.9298632{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.0331008{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.1351342{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.2419293{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.3457005{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.4487565{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.552869{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.6659894{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.770827{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.872764{}0.0087,-0.0135,5.7812{}0.15{}-10.06,-4.15,0{}-0.01,-0.04{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629138.9765387{}0.0087,-0.0135,5.7812{}0.15{}-10.03,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.0801086{}0.0087,-0.0135,5.7812{}0.15{}-10.03,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.181372{}0.0087,-0.0135,5.7812{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.2827802{}0.0087,-0.0135,5.7812{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.3838737{}0.0087,-0.0135,5.7812{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.48518{}0.0087,-0.0135,5.7812{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.5869{}0.0087,-0.0135,5.7812{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.689977{}0.0102,-0.0129,5.7823{}0.15{}-10.04,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.7938056{}0.0102,-0.0129,5.7823{}0.15{}-10.05,-4.06,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.895768{}0.0102,-0.0129,5.7823{}0.15{}-10.05,-4.06,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629139.9990861{}0.0102,-0.0129,5.7823{}0.15{}-10.06,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.1021202{}0.0102,-0.0129,5.7823{}0.15{}-10.06,-4.07,0{}0.0,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.2056348{}0.0102,-0.0129,5.7823{}0.15{}-10.07,-4.06,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.30786{}0.0102,-0.0129,5.7823{}0.15{}-10.07,-4.06,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.4092636{}0.0102,-0.0129,5.7823{}0.15{}-10.08,-4.06,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.5109699{}0.0102,-0.0129,5.7823{}0.15{}-10.08,-4.06,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.6120498{}0.0102,-0.0129,5.7823{}0.15{}-10.09,-4.05,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.7143126{}0.0103,-0.0125,5.7828{}0.15{}-10.1,-4.05,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.8154964{}0.0103,-0.0125,5.7828{}0.15{}-10.1,-4.05,0{}0.0,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629140.9167745{}0.0103,-0.0125,5.7828{}0.15{}-10.1,-4.05,0{}-0.01,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.0182946{}0.0103,-0.0125,5.7828{}0.15{}-10.11,-4.06,0{}-0.01,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.124493{}0.0103,-0.0125,5.7828{}0.15{}-10.11,-4.06,0{}-0.01,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.2272732{}0.0103,-0.0125,5.7828{}0.15{}-10.13,-4.06,0{}-0.01,0.02{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.3284945{}0.0103,-0.0125,5.7828{}0.15{}-10.15,-4.06,0{}-0.02,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.4298203{}0.0103,-0.0125,5.7828{}0.15{}-10.15,-4.06,0{}-0.02,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.5313752{}0.0103,-0.0125,5.7828{}0.15{}-10.17,-4.07,0{}-0.02,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.6330073{}0.0103,-0.0125,5.7828{}0.15{}-10.17,-4.07,0{}-0.02,0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.73649{}0.0096,-0.0125,5.7833{}0.15{}-10.18,-4.09,0{}-0.02,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.8405955{}0.0096,-0.0125,5.7833{}0.15{}-10.18,-4.09,0{}-0.02,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629141.9495897{}0.0096,-0.0125,5.7833{}0.15{}-10.2,-4.1,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.0521438{}0.0096,-0.0125,5.7833{}0.15{}-10.2,-4.1,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.1534538{}0.0096,-0.0125,5.7833{}0.15{}-10.22,-4.11,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.2557826{}0.0096,-0.0125,5.7833{}0.15{}-10.22,-4.11,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.3580859{}0.0096,-0.0125,5.7833{}0.15{}-10.23,-4.12,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.4596646{}0.0096,-0.0125,5.7833{}0.15{}-10.23,-4.12,0{}-0.03,0.0{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.5608246{}0.0096,-0.0125,5.7833{}0.15{}-10.25,-4.13,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.665195{}0.0093,-0.0127,5.7837{}0.15{}-10.25,-4.13,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.7663321{}0.0093,-0.0127,5.7837{}0.15{}-10.26,-4.13,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.8681087{}0.0093,-0.0127,5.7837{}0.15{}-10.26,-4.13,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629142.969236{}0.0093,-0.0127,5.7837{}0.15{}-10.28,-4.14,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.0721495{}0.0093,-0.0127,5.7837{}0.15{}-10.28,-4.14,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.1777718{}0.0093,-0.0127,5.7837{}0.15{}-10.29,-4.15,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.2790487{}0.0093,-0.0127,5.7837{}0.15{}-10.29,-4.15,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.3807435{}0.0093,-0.0127,5.7837{}0.15{}-10.31,-4.15,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.482104{}0.0093,-0.0127,5.7837{}0.15{}-10.31,-4.15,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.5834572{}0.0093,-0.0127,5.7837{}0.15{}-10.33,-4.16,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.6849618{}0.0093,-0.0129,5.7839{}0.15{}-10.33,-4.16,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.7860725{}0.0093,-0.0129,5.7839{}0.15{}-10.34,-4.16,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.887209{}0.0093,-0.0129,5.7839{}0.15{}-10.34,-4.16,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629143.9894402{}0.0093,-0.0129,5.7839{}0.15{}-10.36,-4.17,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.090982{}0.0093,-0.0129,5.7839{}0.15{}-10.36,-4.17,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.1952095{}0.0093,-0.0129,5.7839{}0.15{}-10.38,-4.17,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.2974384{}0.0093,-0.0129,5.7839{}0.15{}-10.38,-4.17,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.3987978{}0.0093,-0.0129,5.7839{}0.15{}-10.41,-4.18,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.5013447{}0.0093,-0.0129,5.7839{}0.15{}-10.41,-4.18,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.6039643{}0.0093,-0.0129,5.7839{}0.15{}-10.43,-4.19,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.7069693{}0.0092,-0.0129,5.7844{}0.15{}-10.43,-4.19,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.8080964{}0.0092,-0.0129,5.7844{}0.15{}-10.45,-4.19,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629144.910081{}0.0092,-0.0129,5.7844{}0.15{}-10.45,-4.19,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629145.0142674{}0.0092,-0.0129,5.7844{}0.15{}-10.46,-4.2,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629145.1158035{}0.0092,-0.0129,5.7844{}0.15{}-10.46,-4.2,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629145.217017{}0.0092,-0.0129,5.7844{}0.15{}-10.49,-4.2,0{}-0.03,-0.01{}0{}{}{}{}{}{}{}{}[]{}
Time,1677629145.3184962{}0.0092,-0.0129,5.7844{}0.15{}-10.51,-4.21,0{}-0.04,-0.01{}0{}{}{}{}{}{}{}{}[]{}
