Time,1677624357.6347084{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}8{}{}2.33,3.71,5.85,5.99,5.83,7.66,7.74,18.43{}{}0.69,0.91,0.96,-1.42,3.25,0.73,0.25,1.16{}{}0.25,1.69,1.63,2.0,1.87,1.19,1.83,1.83{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624357.7425318{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}8{}{}2.33,3.71,5.85,5.99,5.83,7.66,7.74,18.43{}{}0.69,0.91,0.96,-1.42,3.25,0.73,0.25,1.16{}{}0.25,1.69,1.63,2.0,1.87,1.19,1.83,1.83{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624357.8477507{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}7{}{}2.33,3.72,5.86,5.99,5.83,8.88,9.37{}{}0.69,0.91,0.96,-1.42,3.25,-3.46,-4.74{}{}0.26,1.65,1.63,2.01,1.88,3.22,2.69{}{}[0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624357.9540613{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}9{}{}2.33,3.71,5.86,5.99,5.85,7.66,8.87,9.38,18.46{}{}0.69,0.91,0.96,-1.42,3.25,0.73,-3.46,-4.74,1.16{}{}0.26,1.68,1.62,2.01,1.83,1.21,3.26,2.65,1.47{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.0820105{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}10{}{}2.33,3.71,5.86,5.99,5.84,7.66,7.66,8.93,9.37,18.49{}{}0.69,0.91,0.96,-1.42,3.25,0.73,0.5,-3.46,-4.74,1.16{}{}0.26,1.68,1.63,2.01,1.85,1.21,2.12,3.08,2.68,0.68{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.196662{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}10{}{}2.33,3.71,5.85,5.99,5.84,7.66,7.7,8.87,9.37,18.46{}{}0.69,0.91,0.96,-1.42,3.25,0.73,0.25,-3.46,-4.74,1.16{}{}0.25,1.69,1.63,2.01,1.83,1.2,2.02,3.26,2.69,1.17{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.3078592{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}8{}{}2.33,3.7,5.85,5.99,5.84,8.83,9.37,18.42{}{}0.69,0.91,0.96,-1.42,3.25,-3.46,-4.74,1.16{}{}0.25,1.71,1.64,2.01,1.84,3.35,2.69,1.66{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.41381{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}8{}{}2.33,3.7,5.85,5.99,5.84,8.83,9.37,18.42{}{}0.69,0.91,0.96,-1.42,3.25,-3.46,-4.74,1.16{}{}0.25,1.71,1.64,2.01,1.84,3.35,2.69,1.66{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.5239224{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}8{}{}2.33,3.71,5.86,5.99,5.84,8.85,9.39,18.43{}{}0.69,0.91,0.96,-1.42,3.25,-3.46,-4.74,1.16{}{}0.25,1.68,1.61,2.01,1.84,3.31,2.64,1.57{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624358.639767{}0.0257,-0.0047,5.4214{}2.37{}0,0,0{}0.0,0.0{}9{}{}2.33,3.71,5.86,5.99,5.85,7.75,8.83,9.37,18.41{}{}0.69,0.91,0.96,-1.42,3.25,0.25,-3.46,-4.74,1.16{}{}0.25,1.69,1.61,2.01,1.83,1.81,3.37,2.69,2.08{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
