date,level,x,y,z
2023/03/01 00:06:29,logs_a,{},1677629189.9690692,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629189.969211
2023/03/01 00:06:30,logs_a,{},1677629190.0268638,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629190.027002
2023/03/01 00:06:30,logs_a,{},1677629190.0824242,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629190.082585
2023/03/01 00:06:30,logs_a,{},1677629190.1608303,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629190.160949
2023/03/01 00:06:30,logs_a,{},1677629190.247301,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629190.247473
2023/03/01 00:06:30,logs_a,{},1677629190.303679,{},[-3.19],{},[8.7],{},[-0.5],{},[0.0],{}1677629190.303829
2023/03/01 00:06:30,logs_a,{},1677629190.4751217,{},[-1.17],{},[18.63],{},[-1.16],{},[0.0],{}1677629190.475326
2023/03/01 00:06:30,logs_a,{},1677629190.5938005,{},[-3.22, -1.75],{},[8.8, 18.61],{},[0.11, -0.54],{},[0.0, 0.0],{}1677629190.593937
2023/03/01 00:06:30,logs_a,{},1677629190.8656323,{},[-3.81],{},[8.56],{},[0.4],{},[0.0],{}1677629190.865802
2023/03/01 00:06:30,logs_a,{},1677629190.9288323,{},[-3.81],{},[8.56],{},[0.4],{},[0.0],{}1677629190.929088
2023/03/01 00:06:30,logs_a,{},1677629190.988854,{},[-3.81],{},[8.56],{},[0.4],{},[0.0],{}1677629190.988984
2023/03/01 00:06:31,logs_a,{},1677629191.124604,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.124726
2023/03/01 00:06:31,logs_a,{},1677629191.1902692,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.190415
2023/03/01 00:06:31,logs_a,{},1677629191.2574332,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.257557
2023/03/01 00:06:31,logs_a,{},1677629191.325092,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.325260
2023/03/01 00:06:31,logs_a,{},1677629191.3805437,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.380711
2023/03/01 00:06:31,logs_a,{},1677629191.4414392,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.442589
2023/03/01 00:06:31,logs_a,{},1677629191.4986188,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.498784
2023/03/01 00:06:31,logs_a,{},1677629191.5663378,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.566538
2023/03/01 00:06:31,logs_a,{},1677629191.662059,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.662180
2023/03/01 00:06:31,logs_a,{},1677629191.727821,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.728983
2023/03/01 00:06:31,logs_a,{},1677629191.7865088,{},[-4.41],{},[8.25],{},[0.94],{},[0.0],{}1677629191.786707
2023/03/01 00:06:31,logs_a,{},1677629191.9061837,{},[-4.43],{},[8.31],{},[0.82],{},[0.0],{}1677629191.906260
2023/03/01 00:06:31,logs_a,{},1677629191.9610276,{},[-4.43],{},[8.31],{},[0.82],{},[0.0],{}1677629191.961704
2023/03/01 00:06:32,logs_a,{},1677629192.0676286,{},[-4.13],{},[8.48],{},[0.59],{},[0.0],{}1677629192.067698
2023/03/01 00:06:32,logs_a,{},1677629192.1248677,{},[-4.13],{},[8.48],{},[0.59],{},[0.0],{}1677629192.124995
2023/03/01 00:06:32,logs_a,{},1677629192.1814876,{},[-4.13],{},[8.48],{},[0.59],{},[0.0],{}1677629192.181629
2023/03/01 00:06:32,logs_a,{},1677629192.3085175,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.308653
2023/03/01 00:06:32,logs_a,{},1677629192.367406,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.367527
2023/03/01 00:06:32,logs_a,{},1677629192.4282215,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.428366
2023/03/01 00:06:32,logs_a,{},1677629192.4901032,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.490278
2023/03/01 00:06:32,logs_a,{},1677629192.5614166,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.561550
2023/03/01 00:06:32,logs_a,{},1677629192.6229618,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.623093
2023/03/01 00:06:32,logs_a,{},1677629192.6869082,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.687049
2023/03/01 00:06:32,logs_a,{},1677629192.745412,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.745542
2023/03/01 00:06:32,logs_a,{},1677629192.8010278,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.801180
2023/03/01 00:06:32,logs_a,{},1677629192.8595288,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.859649
2023/03/01 00:06:32,logs_a,{},1677629192.9177334,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.917867
2023/03/01 00:06:32,logs_a,{},1677629192.9740038,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629192.974140
2023/03/01 00:06:33,logs_a,{},1677629193.033959,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629193.034098
2023/03/01 00:06:33,logs_a,{},1677629193.090562,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629193.091563
2023/03/01 00:06:33,logs_a,{},1677629193.1631675,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629193.163361
2023/03/01 00:06:33,logs_a,{},1677629193.2679849,{},[-3.54],{},[8.61],{},[1.6],{},[0.0],{}1677629193.268169
2023/03/01 00:06:33,logs_a,{},1677629193.3865173,{},[-3.22],{},[8.81],{},[0.01],{},[-0.6499999761581421],{}1677629193.387760
2023/03/01 00:06:33,logs_a,{},1677629193.562871,{},[-3.77],{},[8.48],{},[0.25],{},[-0.6499999761581421],{}1677629193.563026
2023/03/01 00:06:33,logs_a,{},1677629193.6385193,{},[-3.77],{},[8.48],{},[0.25],{},[-0.6499999761581421],{}1677629193.638637
2023/03/01 00:06:33,logs_a,{},1677629193.7121663,{},[-3.77],{},[8.48],{},[0.25],{},[-0.6499999761581421],{}1677629193.712709
2023/03/01 00:06:33,logs_a,{},1677629193.7783995,{},[-3.77],{},[8.48],{},[0.25],{},[-0.6499999761581421],{}1677629193.779634
2023/03/01 00:06:33,logs_a,{},1677629193.9009464,{},[-3.97],{},[8.16],{},[-0.26],{},[-0.6499999761581421],{}1677629193.901080
2023/03/01 00:06:34,logs_a,{},1677629194.0329974,{},[-3.38],{},[8.34],{},[0.52],{},[-0.6499999761581421],{}1677629194.033361
2023/03/01 00:06:34,logs_a,{},1677629194.1100745,{},[-3.38],{},[8.34],{},[0.52],{},[-0.6499999761581421],{}1677629194.110199
2023/03/01 00:06:34,logs_a,{},1677629194.288674,{},[-2.75],{},[8.37],{},[-0.15],{},[-0.6499999761581421],{}1677629194.288809
2023/03/01 00:06:34,logs_a,{},1677629194.4023492,{},[-2.19],{},[8.46],{},[-0.15],{},[-0.6499999761581421],{}1677629194.402476
2023/03/01 00:06:34,logs_a,{},1677629194.567571,{},[-2.03],{},[3.98],{},[1.25],{},[-0.6499999761581421],{}1677629194.567691
2023/03/01 00:06:34,logs_a,{},1677629194.627593,{},[-2.03],{},[3.98],{},[1.25],{},[-0.6499999761581421],{}1677629194.627713
2023/03/01 00:06:34,logs_a,{},1677629194.6868088,{},[-2.03],{},[3.98],{},[1.25],{},[-0.6499999761581421],{}1677629194.686945
2023/03/01 00:06:34,logs_a,{},1677629194.8010051,{},[-1.05, -8.29],{},[8.36, 17.02],{},[-0.17, 0.91],{},[-0.6499999761581421, -0.6499999761581421],{}1677629194.801145
2023/03/01 00:06:34,logs_a,{},1677629194.9121468,{},[-1.04],{},[8.28],{},[-0.22],{},[-0.6499999761581421],{}1677629194.912235
2023/03/01 00:06:34,logs_a,{},1677629194.9662123,{},[-1.04],{},[8.28],{},[-0.22],{},[-0.6499999761581421],{}1677629194.966307
2023/03/01 00:06:35,logs_a,{},1677629195.0784938,{},[-1.75],{},[3.69],{},[1.33],{},[-0.6499999761581421],{}1677629195.078593
2023/03/01 00:06:35,logs_a,{},1677629195.18776,{},[-1.76],{},[7.84],{},[0.57],{},[-0.6499999761581421],{}1677629195.187856
2023/03/01 00:06:35,logs_a,{},1677629195.2978444,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.297941
2023/03/01 00:06:35,logs_a,{},1677629195.3521297,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.352221
2023/03/01 00:06:35,logs_a,{},1677629195.410899,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.411159
2023/03/01 00:06:35,logs_a,{},1677629195.4637399,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.463826
2023/03/01 00:06:35,logs_a,{},1677629195.5201828,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.520287
2023/03/01 00:06:35,logs_a,{},1677629195.5738943,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.573982
2023/03/01 00:06:35,logs_a,{},1677629195.6296577,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.629770
2023/03/01 00:06:35,logs_a,{},1677629195.6836846,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.683782
2023/03/01 00:06:35,logs_a,{},1677629195.742738,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.742832
2023/03/01 00:06:35,logs_a,{},1677629195.7990503,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.799167
2023/03/01 00:06:35,logs_a,{},1677629195.8545482,{},[-1.75],{},[7.81],{},[0.29],{},[-0.6499999761581421],{}1677629195.855308
2023/03/01 00:06:35,logs_a,{},1677629195.9631824,{},[-2.12],{},[7.2],{},[0.48],{},[-0.6499999761581421],{}1677629195.963301
2023/03/01 00:06:36,logs_a,{},1677629196.0722132,{},[-1.86],{},[7.13],{},[0.9],{},[-0.6499999761581421],{}1677629196.073133
2023/03/01 00:06:36,logs_a,{},1677629196.183306,{},[-1.84, 1.04],{},[7.1, 16.52],{},[-0.78, 1.02],{},[-0.6499999761581421, -0.6499999761581421],{}1677629196.183406
2023/03/01 00:06:36,logs_a,{},1677629196.293388,{},[-2.05],{},[6.96],{},[0.79],{},[-0.6499999761581421],{}1677629196.293511
2023/03/01 00:06:36,logs_a,{},1677629196.4575357,{},[-2.45],{},[6.69],{},[0.26],{},[-0.6499999761581421],{}1677629196.457631
2023/03/01 00:06:36,logs_a,{},1677629196.5659046,{},[-2.43],{},[6.62],{},[0.39],{},[-0.6499999761581421],{}1677629196.566010
2023/03/01 00:06:36,logs_a,{},1677629196.6828406,{},[-1.58, -2.4],{},[2.99, 6.56],{},[1.27, 0.15],{},[-0.6499999761581421, -0.6499999761581421],{}1677629196.682963
2023/03/01 00:06:36,logs_a,{},1677629196.7959964,{},[-2.38],{},[6.49],{},[-0.04],{},[-0.6499999761581421],{}1677629196.796187
2023/03/01 00:06:36,logs_a,{},1677629196.9614828,{},[-1.47, -2.12],{},[2.84, 6.45],{},[1.07, 0.21],{},[-0.6499999761581421, -0.6499999761581421],{}1677629196.962295
2023/03/01 00:06:37,logs_a,{},1677629197.019237,{},[-1.47, -2.12],{},[2.84, 6.45],{},[1.07, 0.21],{},[-0.6499999761581421, -0.6499999761581421],{}1677629197.020107
2023/03/01 00:06:37,logs_a,{},1677629197.0738435,{},[-1.47, -2.12],{},[2.84, 6.45],{},[1.07, 0.21],{},[-0.6499999761581421, -0.6499999761581421],{}1677629197.075322
2023/03/01 00:06:37,logs_a,{},1677629197.1887703,{},[-1.52],{},[2.72],{},[0.92],{},[-0.6499999761581421],{}1677629197.188906
2023/03/01 00:06:37,logs_a,{},1677629197.3558676,{},[-1.36, -1.62],{},[2.64, 6.25],{},[0.9, 0.4],{},[-0.6499999761581421, -0.6499999761581421],{}1677629197.355957
2023/03/01 00:06:37,logs_a,{},1677629197.4635715,{},[-1.48, -1.4],{},[2.58, 6.24],{},[1.05, 0.58],{},[-0.6499999761581421, -0.6499999761581421],{}1677629197.463663
2023/03/01 00:06:37,logs_a,{},1677629197.5724251,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.572518
2023/03/01 00:06:37,logs_a,{},1677629197.627184,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.627289
2023/03/01 00:06:37,logs_a,{},1677629197.6847966,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.684895
2023/03/01 00:06:37,logs_a,{},1677629197.7396276,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.739741
2023/03/01 00:06:37,logs_a,{},1677629197.7935722,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.793689
2023/03/01 00:06:37,logs_a,{},1677629197.8496952,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.849784
2023/03/01 00:06:37,logs_a,{},1677629197.90509,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.905194
2023/03/01 00:06:37,logs_a,{},1677629197.9564595,{},[-1.31],{},[2.45],{},[1.14],{},[-0.6499999761581421],{}1677629197.956552
2023/03/01 00:06:38,logs_a,{},1677629198.0631642,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.063259
2023/03/01 00:06:38,logs_a,{},1677629198.12177,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.121858
2023/03/01 00:06:38,logs_a,{},1677629198.1817956,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.181888
2023/03/01 00:06:38,logs_a,{},1677629198.2372458,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.237354
2023/03/01 00:06:38,logs_a,{},1677629198.2908762,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.290975
2023/03/01 00:06:38,logs_a,{},1677629198.3457463,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.345837
2023/03/01 00:06:38,logs_a,{},1677629198.3991892,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.399283
2023/03/01 00:06:38,logs_a,{},1677629198.4541276,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.454227
2023/03/01 00:06:38,logs_a,{},1677629198.510181,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.510276
2023/03/01 00:06:38,logs_a,{},1677629198.5618858,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.561975
2023/03/01 00:06:38,logs_a,{},1677629198.6177378,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.617830
2023/03/01 00:06:38,logs_a,{},1677629198.6696258,{},[-2.43],{},[5.45],{},[0.46],{},[-0.6499999761581421],{}1677629198.669730
2023/03/01 00:06:38,logs_a,{},1677629198.7826784,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629198.782816
2023/03/01 00:06:38,logs_a,{},1677629198.840518,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629198.840627
2023/03/01 00:06:38,logs_a,{},1677629198.899136,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629198.899298
2023/03/01 00:06:38,logs_a,{},1677629198.9547465,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629198.955507
2023/03/01 00:06:39,logs_a,{},1677629199.0100856,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.010904
2023/03/01 00:06:39,logs_a,{},1677629199.0667996,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.067586
2023/03/01 00:06:39,logs_a,{},1677629199.128331,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.129086
2023/03/01 00:06:39,logs_a,{},1677629199.183347,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.183462
2023/03/01 00:06:39,logs_a,{},1677629199.2407923,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.240927
2023/03/01 00:06:39,logs_a,{},1677629199.3008091,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.300930
2023/03/01 00:06:39,logs_a,{},1677629199.357992,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.358769
2023/03/01 00:06:39,logs_a,{},1677629199.4147274,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.415462
2023/03/01 00:06:39,logs_a,{},1677629199.4677348,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.467831
2023/03/01 00:06:39,logs_a,{},1677629199.5267277,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.526822
2023/03/01 00:06:39,logs_a,{},1677629199.5805223,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.580646
2023/03/01 00:06:39,logs_a,{},1677629199.638724,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.639259
2023/03/01 00:06:39,logs_a,{},1677629199.6961172,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.696198
2023/03/01 00:06:39,logs_a,{},1677629199.7516043,{},[-1.92, 0.0],{},[5.24, 16.06],{},[0.31, 4.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.751705
2023/03/01 00:06:39,logs_a,{},1677629199.859795,{},[-2.42, -7.54],{},[4.55, 16.9],{},[0.22, 1.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.859880
2023/03/01 00:06:39,logs_a,{},1677629199.9162107,{},[-2.42, -7.54],{},[4.55, 16.9],{},[0.22, 1.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.916304
2023/03/01 00:06:39,logs_a,{},1677629199.9686177,{},[-2.42, -7.54],{},[4.55, 16.9],{},[0.22, 1.41],{},[-0.6499999761581421, -0.6499999761581421],{}1677629199.968729
2023/03/01 00:06:40,logs_a,{},1677629200.0784352,{},[-7.49],{},[16.81],{},[1.12],{},[-0.6499999761581421],{}1677629200.078537
2023/03/01 00:06:40,logs_a,{},1677629200.1883028,{},[-2.34, -8.04],{},[4.39, 16.41],{},[0.28, 2.01],{},[-0.6499999761581421, -0.6499999761581421],{}1677629200.188419
2023/03/01 00:06:40,logs_a,{},1677629200.296947,{},[-8.58],{},[16.16],{},[0.72],{},[-0.6499999761581421],{}1677629200.297076
2023/03/01 00:06:40,logs_a,{},1677629200.4650671,{},[-8.54],{},[16.06],{},[1.01],{},[-0.6499999761581421],{}1677629200.465172
2023/03/01 00:06:40,logs_a,{},1677629200.5724342,{},[-8.52],{},[16.02],{},[0.96],{},[-0.6499999761581421],{}1677629200.572506
2023/03/01 00:06:40,logs_a,{},1677629200.679919,{},[-8.49],{},[15.98],{},[0.83],{},[-0.6499999761581421],{}1677629200.679995
2023/03/01 00:06:40,logs_a,{},1677629200.7350864,{},[-8.49],{},[15.98],{},[0.83],{},[-0.6499999761581421],{}1677629200.735213
2023/03/01 00:06:40,logs_a,{},1677629200.7883801,{},[-8.49],{},[15.98],{},[0.83],{},[-0.6499999761581421],{}1677629200.788472
2023/03/01 00:06:40,logs_a,{},1677629200.8963397,{},[-8.47],{},[15.82],{},[2.09],{},[0.0],{}1677629200.896460
2023/03/01 00:06:41,logs_a,{},1677629201.055215,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.055868
2023/03/01 00:06:41,logs_a,{},1677629201.1125662,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.112680
2023/03/01 00:06:41,logs_a,{},1677629201.165563,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.166341
2023/03/01 00:06:41,logs_a,{},1677629201.2308624,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.231014
2023/03/01 00:06:41,logs_a,{},1677629201.294069,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.294201
2023/03/01 00:06:41,logs_a,{},1677629201.353356,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.354375
2023/03/01 00:06:41,logs_a,{},1677629201.4126256,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.413648
2023/03/01 00:06:41,logs_a,{},1677629201.4658153,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.465947
2023/03/01 00:06:41,logs_a,{},1677629201.5268745,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.527032
2023/03/01 00:06:41,logs_a,{},1677629201.582034,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.582191
2023/03/01 00:06:41,logs_a,{},1677629201.6604433,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.660575
2023/03/01 00:06:41,logs_a,{},1677629201.7334204,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.733540
2023/03/01 00:06:41,logs_a,{},1677629201.7929418,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.793119
2023/03/01 00:06:41,logs_a,{},1677629201.8534334,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.853579
2023/03/01 00:06:41,logs_a,{},1677629201.9153688,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.915484
2023/03/01 00:06:41,logs_a,{},1677629201.9689274,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629201.969095
2023/03/01 00:06:42,logs_a,{},1677629202.0280755,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.028254
2023/03/01 00:06:42,logs_a,{},1677629202.0835803,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.083733
2023/03/01 00:06:42,logs_a,{},1677629202.1445124,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.144660
2023/03/01 00:06:42,logs_a,{},1677629202.2000105,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.200333
2023/03/01 00:06:42,logs_a,{},1677629202.2605498,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.260695
2023/03/01 00:06:42,logs_a,{},1677629202.3250694,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.325265
2023/03/01 00:06:42,logs_a,{},1677629202.38098,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.381136
2023/03/01 00:06:42,logs_a,{},1677629202.4416165,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.441772
2023/03/01 00:06:42,logs_a,{},1677629202.5064611,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.506629
2023/03/01 00:06:42,logs_a,{},1677629202.5668194,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.566977
2023/03/01 00:06:42,logs_a,{},1677629202.6644793,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.664664
2023/03/01 00:06:42,logs_a,{},1677629202.7245536,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.724725
2023/03/01 00:06:42,logs_a,{},1677629202.7802916,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.780510
2023/03/01 00:06:42,logs_a,{},1677629202.8404694,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.840588
2023/03/01 00:06:42,logs_a,{},1677629202.9208524,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.920985
2023/03/01 00:06:42,logs_a,{},1677629202.9819643,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629202.982115
2023/03/01 00:06:43,logs_a,{},1677629203.041829,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629203.042065
2023/03/01 00:06:43,logs_a,{},1677629203.1031435,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629203.103287
2023/03/01 00:06:43,logs_a,{},1677629203.1688685,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629203.168992
2023/03/01 00:06:43,logs_a,{},1677629203.2282085,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629203.228334
2023/03/01 00:06:43,logs_a,{},1677629203.2871373,{},[-7.88],{},[16.11],{},[1.75],{},[0.0],{}1677629203.287269
2023/03/01 00:06:43,logs_a,{},1677629203.404036,{},[-0.68, 4.75],{},[7.22, 9.13],{},[-0.03, 3.48],{},[0.0, 0.0],{}1677629203.404194
2023/03/01 00:06:43,logs_a,{},1677629203.5761619,{},[0.77, 2.6, 1.35],{},[6.06, 8.84, 10.54],{},[-0.5, -0.8, 2.05],{},[0.0, 0.0, 0.0],{}1677629203.576296
2023/03/01 00:06:43,logs_a,{},1677629203.7814403,{},[1.35, 0.0, -1.7],{},[6.0, 9.25, 10.21],{},[0.03, -0.28, 3.31],{},[0.0, 0.0, 0.0],{}1677629203.781521
2023/03/01 00:06:43,logs_a,{},1677629203.8875265,{},[0.38, -1.45],{},[6.14, 9.15],{},[-0.02, -0.55],{},[0.0, 0.0],{}1677629203.887604
2023/03/01 00:06:43,logs_a,{},1677629203.994125,{},[-0.19, 1.18, -2.33, -5.51],{},[6.13, 11.46, 9.03, 12.24],{},[0.09, 5.04, 0.19, 1.9],{},[0.0, 0.0, 0.6499999761581421, 0.6499999761581421],{}1677629203.994213
2023/03/01 00:06:44,logs_a,{},1677629204.1186278,{},[-1.16, 5.42, 6.24, -3.8, -4.02],{},[6.06, 13.38, 13.68, 8.54, 8.64],{},[0.4, -0.82, 3.14, 0.42, 2.66],{},[0.0, 0.0, 0.0, 0.6499999761581421, 0.6499999761581421],{}1677629204.118755
2023/03/01 00:06:44,logs_a,{},1677629204.3104422,{},[-2.76, 1.81, 2.4, -2.94],{},[11.11, 14.34, 15.15, 5.52],{},[5.32, -0.07, 0.85, 0.51],{},[0.0, 0.0, 0.0, 0.6499999761581421],{}1677629204.310568
