date,level,x,y,z
2023/03/01 00:06:44,logs_a,{},1677629204.3680482,{},[-2.76, 1.81, 2.4, -2.94],{},[11.11, 14.34, 15.15, 5.52],{},[5.32, -0.07, 0.85, 0.51],{},[0.0, 0.0, 0.0, 0.6499999761581421],{}1677629204.368171
2023/03/01 00:06:44,logs_a,{},1677629204.4827754,{},[0.0, 0.0, 0.6],{},[15.35, 16.36, 17.72],{},[0.53, 8.49, 7.35],{},[0.0, 0.0, 0.0],{}1677629204.482955
2023/03/01 00:06:44,logs_a,{},1677629204.6047149,{},[-1.92],{},[15.25],{},[0.7],{},[0.0],{}1677629204.604853
2023/03/01 00:06:44,logs_a,{},1677629204.8652399,{},[-5.8],{},[14.29],{},[1.12],{},[0.0],{}1677629204.865381
2023/03/01 00:06:44,logs_a,{},1677629204.9854026,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629204.985552
2023/03/01 00:06:45,logs_a,{},1677629205.046292,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.046436
2023/03/01 00:06:45,logs_a,{},1677629205.1172688,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.117440
2023/03/01 00:06:45,logs_a,{},1677629205.1981308,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.198472
2023/03/01 00:06:45,logs_a,{},1677629205.2573586,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.257480
2023/03/01 00:06:45,logs_a,{},1677629205.3299565,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.330133
2023/03/01 00:06:45,logs_a,{},1677629205.385366,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.385760
2023/03/01 00:06:45,logs_a,{},1677629205.446967,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.447190
2023/03/01 00:06:45,logs_a,{},1677629205.51588,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.516021
2023/03/01 00:06:45,logs_a,{},1677629205.5721066,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.572300
2023/03/01 00:06:45,logs_a,{},1677629205.6406946,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.640839
2023/03/01 00:06:45,logs_a,{},1677629205.7407906,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.740934
2023/03/01 00:06:45,logs_a,{},1677629205.7973776,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.797598
2023/03/01 00:06:45,logs_a,{},1677629205.8592696,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.859648
2023/03/01 00:06:45,logs_a,{},1677629205.9239974,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.924142
2023/03/01 00:06:45,logs_a,{},1677629205.9829435,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629205.983080
2023/03/01 00:06:46,logs_a,{},1677629206.051525,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.051658
2023/03/01 00:06:46,logs_a,{},1677629206.11833,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.118458
2023/03/01 00:06:46,logs_a,{},1677629206.1853993,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.185539
2023/03/01 00:06:46,logs_a,{},1677629206.24534,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.245459
2023/03/01 00:06:46,logs_a,{},1677629206.3134859,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.313627
2023/03/01 00:06:46,logs_a,{},1677629206.3716247,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.371751
2023/03/01 00:06:46,logs_a,{},1677629206.4293025,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.429592
2023/03/01 00:06:46,logs_a,{},1677629206.4854424,{},[-7.26],{},[13.62],{},[1.28],{},[0.0],{}1677629206.485601
2023/03/01 00:06:46,logs_a,{},1677629206.5982518,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.598409
2023/03/01 00:06:46,logs_a,{},1677629206.6687708,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.668964
2023/03/01 00:06:46,logs_a,{},1677629206.7244244,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.724494
2023/03/01 00:06:46,logs_a,{},1677629206.7768629,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.776973
2023/03/01 00:06:46,logs_a,{},1677629206.8310843,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.831173
2023/03/01 00:06:46,logs_a,{},1677629206.8861847,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.886264
2023/03/01 00:06:46,logs_a,{},1677629206.9405034,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.940599
2023/03/01 00:06:46,logs_a,{},1677629206.9943058,{},[5.38],{},[11.06],{},[0.46],{},[0.0],{}1677629206.994412
2023/03/01 00:06:47,logs_a,{},1677629207.106878,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.106968
2023/03/01 00:06:47,logs_a,{},1677629207.1587543,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.158873
2023/03/01 00:06:47,logs_a,{},1677629207.2130144,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.213711
2023/03/01 00:06:47,logs_a,{},1677629207.2652144,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.265303
2023/03/01 00:06:47,logs_a,{},1677629207.3194492,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.319589
2023/03/01 00:06:47,logs_a,{},1677629207.3721917,{},[1.55],{},[4.7],{},[-0.3],{},[-0.6499999761581421],{}1677629207.372266
2023/03/01 00:06:47,logs_a,{},1677629207.4827693,{},[-8.55],{},[17.24],{},[3.39],{},[-0.6499999761581421],{}1677629207.482879
2023/03/01 00:06:47,logs_a,{},1677629207.5980794,{},[2.03, -7.91],{},[4.17, 17.5],{},[-0.09, 3.14],{},[-0.6499999761581421, -0.6499999761581421],{}1677629207.598195
2023/03/01 00:06:47,logs_a,{},1677629207.7667615,{},[-6.64],{},[18.01],{},[2.15],{},[-0.6499999761581421],{}1677629207.766857
2023/03/01 00:06:47,logs_a,{},1677629207.876146,{},[-6.02],{},[18.26],{},[1.25],{},[-0.6499999761581421],{}1677629207.876264
2023/03/01 00:06:47,logs_a,{},1677629207.985204,{},[-6.93, -4.8],{},[13.02, 18.54],{},[0.95, 1.24],{},[-0.6499999761581421, -0.6499999761581421],{}1677629207.985302
2023/03/01 00:06:48,logs_a,{},1677629208.0974333,{},[-5.98, -4.79],{},[13.36, 18.38],{},[1.6, 2.42],{},[-0.6499999761581421, -0.6499999761581421],{}1677629208.097632
2023/03/01 00:06:48,logs_a,{},1677629208.268403,{},[-6.84, -5.34],{},[12.68, 18.11],{},[2.35, 2.12],{},[-0.6499999761581421, -0.6499999761581421],{}1677629208.269244
2023/03/01 00:06:48,logs_a,{},1677629208.3823342,{},[-6.78, -5.32],{},[12.32, 18.06],{},[3.36, 1.95],{},[-0.6499999761581421, -0.6499999761581421],{}1677629208.382471
2023/03/01 00:06:48,logs_a,{},1677629208.4924657,{},[-6.48],{},[17.64],{},[1.51],{},[-0.6499999761581421],{}1677629208.492592
2023/03/01 00:06:48,logs_a,{},1677629208.6666949,{},[-7.03],{},[17.29],{},[1.79],{},[-0.6499999761581421],{}1677629208.667427
2023/03/01 00:06:48,logs_a,{},1677629208.7769196,{},[-7.01],{},[17.18],{},[2.33],{},[-0.6499999761581421],{}1677629208.777059
2023/03/01 00:06:48,logs_a,{},1677629208.887933,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629208.888067
2023/03/01 00:06:48,logs_a,{},1677629208.9489784,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629208.949118
2023/03/01 00:06:49,logs_a,{},1677629209.0036297,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.003739
2023/03/01 00:06:49,logs_a,{},1677629209.0604215,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.060528
2023/03/01 00:06:49,logs_a,{},1677629209.1177018,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.117819
2023/03/01 00:06:49,logs_a,{},1677629209.169785,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.169884
2023/03/01 00:06:49,logs_a,{},1677629209.2276528,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.227767
2023/03/01 00:06:49,logs_a,{},1677629209.2827256,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.282849
2023/03/01 00:06:49,logs_a,{},1677629209.338311,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.339093
2023/03/01 00:06:49,logs_a,{},1677629209.392964,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.393082
2023/03/01 00:06:49,logs_a,{},1677629209.4494262,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.450197
2023/03/01 00:06:49,logs_a,{},1677629209.5078447,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.507955
2023/03/01 00:06:49,logs_a,{},1677629209.5595417,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.559710
2023/03/01 00:06:49,logs_a,{},1677629209.6250849,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.625191
2023/03/01 00:06:49,logs_a,{},1677629209.678547,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.678641
2023/03/01 00:06:49,logs_a,{},1677629209.7343373,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.734441
2023/03/01 00:06:49,logs_a,{},1677629209.7881196,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.788227
2023/03/01 00:06:49,logs_a,{},1677629209.8435776,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.843675
2023/03/01 00:06:49,logs_a,{},1677629209.8986852,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.898805
2023/03/01 00:06:49,logs_a,{},1677629209.957925,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629209.958033
2023/03/01 00:06:50,logs_a,{},1677629210.0128078,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.012891
2023/03/01 00:06:50,logs_a,{},1677629210.0640624,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.064138
2023/03/01 00:06:50,logs_a,{},1677629210.121704,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.121831
2023/03/01 00:06:50,logs_a,{},1677629210.1790497,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.179204
2023/03/01 00:06:50,logs_a,{},1677629210.2371187,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.237253
2023/03/01 00:06:50,logs_a,{},1677629210.292339,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.292488
2023/03/01 00:06:50,logs_a,{},1677629210.353243,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.353511
2023/03/01 00:06:50,logs_a,{},1677629210.416436,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.416595
2023/03/01 00:06:50,logs_a,{},1677629210.468808,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.468939
2023/03/01 00:06:50,logs_a,{},1677629210.528733,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.528855
2023/03/01 00:06:50,logs_a,{},1677629210.5868824,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.587029
2023/03/01 00:06:50,logs_a,{},1677629210.6557887,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.655909
2023/03/01 00:06:50,logs_a,{},1677629210.73377,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.733903
2023/03/01 00:06:50,logs_a,{},1677629210.7961898,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.796329
2023/03/01 00:06:50,logs_a,{},1677629210.8548229,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.854942
2023/03/01 00:06:50,logs_a,{},1677629210.9217002,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.921845
2023/03/01 00:06:50,logs_a,{},1677629210.977946,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629210.978118
2023/03/01 00:06:51,logs_a,{},1677629211.036074,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.036200
2023/03/01 00:06:51,logs_a,{},1677629211.098374,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.098498
2023/03/01 00:06:51,logs_a,{},1677629211.2096467,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.209772
2023/03/01 00:06:51,logs_a,{},1677629211.269773,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.269897
2023/03/01 00:06:51,logs_a,{},1677629211.328116,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.328245
2023/03/01 00:06:51,logs_a,{},1677629211.383245,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.383373
2023/03/01 00:06:51,logs_a,{},1677629211.4474034,{},[-7.58],{},[16.96],{},[1.76],{},[-0.6499999761581421],{}1677629211.447520
2023/03/01 00:06:51,logs_a,{},1677629211.5619557,{},[-6.9],{},[15.49],{},[1.08],{},[-0.6499999761581421],{}1677629211.562121
2023/03/01 00:06:51,logs_a,{},1677629211.6944518,{},[-7.41],{},[15.22],{},[0.73],{},[-0.6499999761581421],{}1677629211.694603
2023/03/01 00:06:51,logs_a,{},1677629211.8631337,{},[-5.79],{},[15.81],{},[-0.66],{},[-0.6499999761581421],{}1677629211.863309
2023/03/01 00:06:51,logs_a,{},1677629211.928434,{},[-5.79],{},[15.81],{},[-0.66],{},[-0.6499999761581421],{}1677629211.928701
2023/03/01 00:06:51,logs_a,{},1677629211.9852087,{},[-5.79],{},[15.81],{},[-0.66],{},[-0.6499999761581421],{}1677629211.985869
2023/03/01 00:06:52,logs_a,{},1677629212.1233304,{},[0.0, -6.47],{},[12.23, 14.55],{},[0.18, -0.11],{},[0.6499999761581421, -0.6499999761581421],{}1677629212.123621
2023/03/01 00:06:52,logs_a,{},1677629212.38192,{},[-6.87, -6.71],{},[14.11, 15.07],{},[0.5, 0.57],{},[-0.6499999761581421, -0.6499999761581421],{}1677629212.382058
2023/03/01 00:06:52,logs_a,{},1677629212.5034695,{},[-7.34],{},[13.82],{},[0.45],{},[-0.6499999761581421],{}1677629212.503596
2023/03/01 00:06:52,logs_a,{},1677629212.7309425,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629212.731113
2023/03/01 00:06:52,logs_a,{},1677629212.7882292,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629212.788383
2023/03/01 00:06:52,logs_a,{},1677629212.8483613,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629212.848485
2023/03/01 00:06:52,logs_a,{},1677629212.9074018,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629212.907571
2023/03/01 00:06:52,logs_a,{},1677629212.9648318,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629212.964927
2023/03/01 00:06:53,logs_a,{},1677629213.021003,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629213.021117
2023/03/01 00:06:53,logs_a,{},1677629213.0760229,{},[-7.29],{},[13.74],{},[0.03],{},[-0.6499999761581421],{}1677629213.076224
2023/03/01 00:06:53,logs_a,{},1677629213.1865802,{},[-0.16],{},[0.96],{},[-0.39],{},[0.0],{}1677629213.186701
2023/03/01 00:06:53,logs_a,{},1677629213.2429345,{},[-0.16],{},[0.96],{},[-0.39],{},[0.0],{}1677629213.243019
2023/03/01 00:06:53,logs_a,{},1677629213.298994,{},[-0.16],{},[0.96],{},[-0.39],{},[0.0],{}1677629213.299127
2023/03/01 00:06:53,logs_a,{},1677629213.413117,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.413232
2023/03/01 00:06:53,logs_a,{},1677629213.4646246,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.464722
2023/03/01 00:06:53,logs_a,{},1677629213.521289,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.521378
2023/03/01 00:06:53,logs_a,{},1677629213.5758843,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.576111
2023/03/01 00:06:53,logs_a,{},1677629213.6327958,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.632920
2023/03/01 00:06:53,logs_a,{},1677629213.6865962,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.686743
2023/03/01 00:06:53,logs_a,{},1677629213.7429647,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.743096
2023/03/01 00:06:53,logs_a,{},1677629213.7971337,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.797271
2023/03/01 00:06:53,logs_a,{},1677629213.8553677,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.855470
2023/03/01 00:06:53,logs_a,{},1677629213.9115965,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.911685
2023/03/01 00:06:53,logs_a,{},1677629213.9642286,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629213.964348
2023/03/01 00:06:54,logs_a,{},1677629214.0204325,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.020619
2023/03/01 00:06:54,logs_a,{},1677629214.0745637,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.074812
2023/03/01 00:06:54,logs_a,{},1677629214.1317081,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.131862
2023/03/01 00:06:54,logs_a,{},1677629214.1858685,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.185964
2023/03/01 00:06:54,logs_a,{},1677629214.241771,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.241873
2023/03/01 00:06:54,logs_a,{},1677629214.29758,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.297668
2023/03/01 00:06:54,logs_a,{},1677629214.3540046,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.354233
2023/03/01 00:06:54,logs_a,{},1677629214.412376,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.412479
2023/03/01 00:06:54,logs_a,{},1677629214.4643748,{},[-7.58],{},[14.27],{},[0.55],{},[-0.6499999761581421],{}1677629214.464479
2023/03/01 00:06:54,logs_a,{},1677629214.5735126,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.573606
2023/03/01 00:06:54,logs_a,{},1677629214.6305962,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.630688
2023/03/01 00:06:54,logs_a,{},1677629214.6849306,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.685040
2023/03/01 00:06:54,logs_a,{},1677629214.7413714,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.741460
2023/03/01 00:06:54,logs_a,{},1677629214.7946346,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.794736
2023/03/01 00:06:54,logs_a,{},1677629214.8504746,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.850561
2023/03/01 00:06:54,logs_a,{},1677629214.9057064,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.905805
2023/03/01 00:06:54,logs_a,{},1677629214.9571095,{},[0.41],{},[1.22],{},[-0.7],{},[-0.6499999761581421],{}1677629214.957217
2023/03/01 00:06:55,logs_a,{},1677629215.0635233,{},[-3.53],{},[13.67],{},[0.15],{},[1.309999942779541],{}1677629215.063608
2023/03/01 00:06:55,logs_a,{},1677629215.1203625,{},[-3.53],{},[13.67],{},[0.15],{},[1.309999942779541],{}1677629215.120453
2023/03/01 00:06:55,logs_a,{},1677629215.174203,{},[-3.53],{},[13.67],{},[0.15],{},[1.309999942779541],{}1677629215.174314
2023/03/01 00:06:55,logs_a,{},1677629215.284297,{},[4.59, 4.4],{},[8.93, 10.51],{},[3.08, 2.76],{},[0.0, 0.0],{}1677629215.284422
2023/03/01 00:06:55,logs_a,{},1677629215.395382,{},[4.38, -3.58, 0.26],{},[10.39, 13.69, 0.86],{},[3.02, 2.31, -0.25],{},[0.0, 1.309999942779541, -0.6499999761581421],{}1677629215.395512
2023/03/01 00:06:55,logs_a,{},1677629215.5638669,{},[4.38, 4.05],{},[10.41, 10.57],{},[2.96, 3.24],{},[0.0, 0.0],{}1677629215.563937
2023/03/01 00:06:55,logs_a,{},1677629215.690448,{},[0.23, 4.74, 4.41, -3.21],{},[0.69, 10.29, 10.46, 14.17],{},[-0.35, 2.8, 3.09, 1.87],{},[0.0, 0.0, 0.0, 1.309999942779541],{}1677629215.690595
2023/03/01 00:06:55,logs_a,{},1677629215.807509,{},[-0.15, 4.75, -3.69],{},[0.76, 10.42, 14.13],{},[0.23, 2.37, 2.05],{},[0.0, 0.0, 1.309999942779541],{}1677629215.807644
2023/03/01 00:06:55,logs_a,{},1677629215.9776366,{},[5.11],{},[10.31],{},[1.97],{},[0.0],{}1677629215.977763
2023/03/01 00:06:56,logs_a,{},1677629216.0986862,{},[4.21, 5.11, 4.78],{},[7.69, 10.37, 10.58],{},[1.97, 1.59, 1.93],{},[0.0, 0.0, 0.0],{}1677629216.098820
2023/03/01 00:06:56,logs_a,{},1677629216.2979393,{},[4.8, 5.1, -2.88],{},[9.7, 10.35, 15.03],{},[1.76, 1.61, 1.36],{},[0.0, 0.0, 1.309999942779541],{}1677629216.298080
2023/03/01 00:06:56,logs_a,{},1677629216.4784272,{},[4.4, -3.41],{},[10.84, 15.18],{},[1.02, 0.82],{},[0.0, 0.6499999761581421],{}1677629216.478554
2023/03/01 00:06:56,logs_a,{},1677629216.6060677,{},[4.73, -3.42],{},[10.64, 15.2],{},[0.39, 1.45],{},[0.0, 1.309999942779541],{}1677629216.606200
2023/03/01 00:06:56,logs_a,{},1677629216.7979155,{},[0.09, 4.37, 4.41],{},[0.47, 10.77, 10.87],{},[-0.09, 0.82, 0.93],{},[0.0, 0.0, 0.0],{}1677629216.798106
2023/03/01 00:06:56,logs_a,{},1677629216.9791746,{},[0.16, 4.37, 3.7],{},[0.45, 10.77, 11.18],{},[-0.18, 0.81, 1.26],{},[0.0, 0.0, 0.0],{}1677629216.979338
2023/03/01 00:06:57,logs_a,{},1677629217.1002457,{},[0.14, 4.0],{},[0.45, 10.91],{},[-0.19, 0.84],{},[0.0, 0.0],{}1677629217.100413
2023/03/01 00:06:57,logs_a,{},1677629217.3092096,{},[0.12, -0.05, 4.0, 4.07, -3.61],{},[0.43, 0.44, 10.92, 11.12, 16.03],{},[-0.19, 0.21, 0.57, 0.11, 1.28],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629217.309412
2023/03/01 00:06:57,logs_a,{},1677629217.4796364,{},[0.12, -0.05, 4.37, 3.7, -4.22],{},[0.43, 0.44, 10.77, 11.11, 16.2],{},[-0.19, 0.22, 0.72, 1.74, 2.12],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629217.479781
2023/03/01 00:06:57,logs_a,{},1677629217.6012611,{},[0.16, 4.37, 3.7, -3.69],{},[0.45, 10.77, 11.25, 16.41],{},[-0.19, 0.8, -0.14, 1.36],{},[0.0, 0.0, 0.0, 0.6499999761581421],{}1677629217.601391
2023/03/01 00:06:57,logs_a,{},1677629217.8773062,{},[0.12, -0.05, 4.37, -3.21],{},[0.44, 0.43, 10.76, 16.6],{},[-0.18, 0.23, 0.85, 2.69],{},[0.0, 0.0, 0.0, 1.309999942779541],{}1677629217.877442
2023/03/01 00:06:57,logs_a,{},1677629217.9964743,{},[0.12, -0.05, 4.37],{},[0.43, 0.43, 10.77],{},[-0.19, 0.22, 0.72],{},[0.0, 0.0, 0.0],{}1677629217.996604
2023/03/01 00:06:58,logs_a,{},1677629218.1848643,{},[0.14, 4.37, 3.33, -3.28],{},[0.45, 10.76, 11.27, 17.08],{},[-0.2, 0.94, 1.44, 1.81],{},[0.0, 0.0, 0.0, 1.309999942779541],{}1677629218.185003
2023/03/01 00:06:58,logs_a,{},1677629218.3042471,{},[0.14, 4.0, 3.7],{},[0.45, 10.91, 11.11],{},[-0.2, 0.72, 1.79],{},[0.0, 0.0, 0.0],{}1677629218.304444
2023/03/01 00:06:58,logs_a,{},1677629218.4793904,{},[0.12, -0.05, 4.0, 3.7],{},[0.43, 0.43, 10.91, 11.2],{},[-0.19, 0.23, 0.76, 1.1],{},[0.0, 0.0, 0.0, 0.0],{}1677629218.479539
2023/03/01 00:06:58,logs_a,{},1677629218.5900154,{},[0.12, -0.05, 4.37, 4.07, -3.37],{},[0.43, 0.43, 10.77, 11.11, 17.6],{},[-0.19, 0.22, 0.71, 0.41, 1.0],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629218.590178
2023/03/01 00:06:58,logs_a,{},1677629218.7577026,{},[0.14, 3.65, 4.0, -3.4],{},[0.45, 8.04, 10.92, 17.62],{},[-0.2, 1.65, 0.55, 2.7],{},[0.0, 0.0, 0.0, 0.6499999761581421],{}1677629218.757797
2023/03/01 00:06:58,logs_a,{},1677629218.8690782,{},[0.12, -0.05, 4.12, 4.0],{},[0.44, 0.43, 10.1, 10.91],{},[-0.18, 0.23, 1.34, 0.73],{},[0.0, 0.0, 0.0, 0.0],{}1677629218.869225
2023/03/01 00:06:58,logs_a,{},1677629218.9807487,{},[0.12, -0.05, 4.37],{},[0.44, 0.43, 10.77],{},[-0.18, 0.22, 0.75],{},[0.0, 0.0, 0.0],{}1677629218.980968
2023/03/01 00:06:59,logs_a,{},1677629219.0968676,{},[0.12, -0.05, 3.65, 4.1, 4.37, 4.07],{},[0.43, 0.43, 8.0, 9.86, 10.77, 11.12],{},[-0.19, 0.23, 1.87, 2.35, 0.81, 0.26],{},[0.0, 0.0, 0.0, 0.0, 0.0, 0.0],{}1677629219.096956
2023/03/01 00:06:59,logs_a,{},1677629219.2629201,{},[0.12, -0.05, 4.13, 4.0, -2.93],{},[0.44, 0.43, 10.11, 10.9, 18.44],{},[-0.18, 0.23, 1.42, 0.86, 1.49],{},[0.0, 0.0, 0.0, 0.0, 1.309999942779541],{}1677629219.263012
