Time,1677622410.8247266{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.85,9.22,10.57,18.39{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.83,1.75,1.37,2.01,2.03,2.5,3.18,3.28,2.24{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622410.934074{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.86,9.22,10.54,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.83,1.76,1.37,2.0,2.45,3.18,3.37,1.79{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.047293{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.21,10.6,18.42{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.83,1.76,1.37,2.0,2.5,3.19,3.19,1.98{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.1561458{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.83,9.21,10.54,18.4{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,1.16{}{}-0.16,0.05,0.12,0.84,1.76,1.38,2.01,2.55,3.19,3.37,1.86{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.2652721{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.83,9.21,10.54,18.4{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,1.16{}{}-0.16,0.05,0.12,0.84,1.76,1.38,2.01,2.55,3.19,3.37,1.86{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.3745654{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.84,9.22,10.57,18.43{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.01,2.51,3.17,3.3,1.84{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.4825404{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.84,9.22,10.51,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.08,2.52,3.18,3.46,1.81{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.6026301{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.87,9.21,10.55,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.38,2.0,2.07,2.42,3.19,3.34,1.74{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.7195957{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.86,9.21,10.56,18.47{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.06,2.47,3.19,3.33,1.4{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.8307781{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.85,9.21,10.58,18.38{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.01,2.04,2.49,3.2,3.25,2.28{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622411.9398663{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.21,10.56,18.41{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.01,2.48,3.19,3.32,2.07{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.050399{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.86,9.22,10.57,18.37{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.0,2.04,2.46,3.16,3.28,2.42{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.1630647{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.21,10.56,18.43{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.49,3.19,3.32,1.91{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.2757137{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.21,10.56,18.43{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.49,3.19,3.32,1.91{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.3853502{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.22,10.55,18.37{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.0,2.45,3.16,3.34,2.39{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.4936988{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.22,10.55,18.46{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.49,3.16,3.35,1.58{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.6083863{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.23,10.55,18.46{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.5,3.15,3.34,1.59{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.7182865{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.01,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.86,9.22,10.57,18.43{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.05,2.44,3.17,3.28,1.9{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.827816{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.84,9.22,10.56,18.41{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.83,1.75,1.37,2.01,2.06,2.52,3.17,3.31,2.08{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622412.931512{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.86,9.22,10.59,18.46{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.0,2.06,2.46,3.16,3.22,1.54{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.039943{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.67,8.87,9.22,10.56,18.38{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.06,2.42,3.16,3.33,2.3{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.1484234{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.22,10.53,18.41{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.46,3.18,3.43,2.05{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.2636902{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.69,5.92,6.01,8.86,9.21,10.58,18.39{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.47,3.2,3.25,2.2{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.3734217{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.21,10.59,18.42{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.36,2.01,2.46,3.19,3.22,1.93{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.4819014{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.21,10.59,18.42{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.36,2.01,2.46,3.19,3.22,1.93{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.5914636{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.22,10.55,18.42{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.46,3.18,3.35,1.97{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.7021828{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.86,9.22,10.56,18.41{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.44,3.18,3.32,2.08{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.8226876{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.84,9.22,10.57,18.35{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.36,2.01,2.03,2.51,3.17,3.28,2.54{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622413.9321508{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.69,5.92,6.01,8.86,9.21,10.56,18.46{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.44,3.19,3.33,1.55{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.0454054{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.22,10.53,18.47{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.14,0.84,1.75,1.37,2.01,2.48,3.18,3.4,1.46{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.1564527{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.22,10.53,18.47{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.14,0.84,1.75,1.37,2.01,2.48,3.18,3.4,1.46{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.2662117{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,7.68,8.86,9.22,10.56,18.39{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.0,2.03,2.43,3.18,3.31,2.27{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.378238{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,7.68,8.87,9.22,10.57,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.01,2.05,2.42,3.16,3.28,1.81{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.4882097{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,7.68,8.87,9.22,10.57,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.84,1.75,1.37,2.01,2.05,2.42,3.16,3.28,1.81{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.5983531{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,6.01,8.85,9.21,10.55,18.33{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.42,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.48,3.19,3.36,2.66{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.7226985{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.69,5.92,5.96,8.87,9.21,10.55,18.4{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.74,1.36,2.01,2.41,3.2,3.36,2.11{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.8305202{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.48,3.68,5.92,5.96,8.86,9.22,10.55,18.36{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.44,3.18,3.35,2.48{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622414.9385772{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.85,9.21,10.57,18.39{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.83,1.75,1.36,2.0,2.48,3.2,3.29,2.2{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.0473542{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.48,3.68,5.92,5.96,8.85,9.22,10.54,18.38{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.85,1.76,1.37,2.01,2.47,3.18,3.4,2.34{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.167952{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.86,9.21,10.56,18.37{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.44,3.19,3.31,2.41{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.2815292{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.86,9.21,10.56,18.37{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.44,3.19,3.31,2.41{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.390389{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.87,9.21,10.57,18.4{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.4,3.2,3.3,2.13{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.4985418{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,7.67,8.84,9.21,10.57,18.43{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.06,2.52,3.19,3.29,1.92{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.6122527{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,7.68,8.86,9.21,10.56,18.44{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.01,2.05,2.46,3.19,3.3,1.77{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.7207007{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}12{}{}0.34,0.73,2.32,2.48,3.68,5.92,5.96,7.67,8.85,9.21,10.54,18.41{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,0.5,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.75,1.37,2.0,2.06,2.49,3.19,3.39,2.06{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.825927{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.49,3.68,5.92,5.96,8.86,9.21,10.55,18.36{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.12,0.83,1.75,1.37,2.01,2.45,3.19,3.36,2.48{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677622415.9319973{}0.0266,-0.0033,5.4398{}2.41{}0,0,0{}0.0,0.01{}11{}{}0.34,0.73,2.32,2.48,3.69,5.92,5.96,8.86,9.21,10.56,18.38{}{}-0.12,-0.27,0.68,0.68,0.78,0.96,-1.62,-4.09,-4.74,-4.48,0.58{}{}-0.16,0.05,0.13,0.84,1.74,1.37,2.0,2.45,3.19,3.32,2.28{}{}[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]{}
