Time,1677624293.1676633{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.275129{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.3835018{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.4934478{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.6016073{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.7102938{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.8171113{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624293.930463{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.0363276{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
Time,1677624294.164738{}0.0268,-0.0026,5.4142{}2.09{}0,0,0{}0.0,0.0{}8{}{}1.57,2.31,2.52,3.75,5.93,5.98,9.24,10.61{}{}0.52,0.76,0.69,0.91,0.96,-1.42,-4.75,-4.1{}{}-0.85,0.2,0.89,1.6,1.33,2.03,3.19,3.63{}{}[0. 0. 0. 0. 0. 0. 0. 0.]{}
